X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
51,803101	-6,572371	1,75375	51,714008	-6,532142	1,618923	52,037418	-8,050896	3,223673	51,817921	-6,382295	1,65096	51,709064	-13,449054	21,729584
51,805588	-6,581225	1,759348	51,713749	-6,533463	1,618872	52,022934	-8,097335	3,260646	51,818493	-6,381334	1,650288	51,705944	-13,427355	21,715326
51,804913	-6,581329	1,758824	51,710983	-6,541	1,619482	52,039639	-8,141532	3,331262	51,816608	-6,38763	1,651294	51,719627	-13,414269	21,700943
51,807049	-6,588644	1,763403	51,710979	-6,540538	1,619111	52,024979	-8,181779	3,357353	51,816051	-6,387689	1,650423	51,715668	-13,393056	21,689034
51,806408	-6,588738	1,762946	51,709122	-6,544008	1,618681	52,052387	-8,213778	3,425295	51,813652	-6,39631	1,652275	51,728493	-13,381116	21,67766
51,8092	-6,598426	1,769241	51,707687	-6,545195	1,617644	52,029133	-8,24934	3,433259	51,813366	-6,396206	1,6519	51,723846	-13,361465	21,668228
51,807976	-6,598939	1,768439	51,704681	-6,552492	1,617893	52,060352	-8,27838	3,500953	51,810112	-6,407084	1,654214	51,736267	-13,351079	21,657909
51,810818	-6,608836	1,774934	51,704201	-6,552776	1,617593	52,03162	-8,309902	3,495826	51,808102	-6,408935	1,653298	51,730927	-13,333374	21,650824
51,808884	-6,609905	1,773667	51,702183	-6,557044	1,617617	52,094929	-8,349499	3,60519	51,805344	-6,420743	1,656754	51,742752	-13,32562	21,643509
51,811821	-6,619843	1,780073	51,703167	-6,555742	1,618116	52,07917	-8,391209	3,618131	51,803738	-6,422297	1,6563	51,736633	-13,310072	21,637344
51,812878	-6,618873	1,780786	51,700455	-6,561687	1,618161	52,106308	-8,42892	3,678078	51,800251	-6,436668	1,660422	51,747135	-13,30477	21,632452
51,81448	-6,621128	1,780869	51,69957	-6,562546	1,61778	52,105099	-8,465795	3,702601	51,798073	-6,438827	1,65982	51,740536	-13,291938	21,628527
51,820126	-6,616547	1,784544	51,696522	-6,570807	1,618699	52,125839	-8,504648	3,755088	51,795303	-6,452545	1,664486	51,750862	-13,289419	21,625067
51,816582	-6,613753	1,778913	51,696098	-6,571261	1,618656	52,122505	-8,538472	3,772781	51,793644	-6,454381	1,664401	51,743904	-13,279554	21,623203
51,816368	-6,614566	1,778365	51,69228	-6,582999	1,620338	52,140823	-8,579823	3,823593	51,789589	-6,470572	1,66906	51,753841	-13,279826	21,621185
51,821735	-6,613775	1,78361	51,693577	-6,585806	1,622939	52,138611	-8,61455	3,842303	51,787079	-6,473209	1,668538	51,746063	-13,272212	21,620516
51,818573	-6,624361	1,784477	51,690117	-6,597056	1,625019	52,154049	-8,66155	3,883374	51,783985	-6,487149	1,673126	51,755527	-13,275075	21,619934
51,826401	-6,623651	1,791003	51,691929	-6,599407	1,627993	52,173489	-8,685813	3,922957	51,782394	-6,489003	1,673202	51,747463	-13,270014	21,620779
51,82172	-6,641336	1,79516	51,6889	-6,609063	1,629764	52,204754	-8,723689	3,99096	51,77869	-6,503931	1,677643	51,756958	-13,275202	21,621159
51,827984	-6,640631	1,801302	51,689774	-6,612814	1,632358	52,196026	-8,801796	4,098745	51,776375	-6,506629	1,677343	51,748951	-13,272168	21,622831
51,823483	-6,658994	1,806165	51,686481	-6,622581	1,634003	52,246132	-8,88819	4,29053	51,773357	-6,520298	1,681823	51,758209	-13,278862	21,622894
51,827244	-6,658746	1,810169	51,68742	-6,62539	1,636249	52,192844	-9,022732	4,610895	51,77261	-6,520961	1,682027	51,749344	-13,277335	21,626171
51,821884	-6,677051	1,813195	51,684757	-6,633077	1,637405	52,155277	-9,108878	4,732508	51,767914	-6,537454	1,685565	51,758381	-13,285601	21,627111
51,82375	-6,677388	1,815893	51,683968	-6,634756	1,637528	52,090591	-9,160537	4,747127	51,763874	-6,541361	1,683497	51,749702	-13,285315	21,630432
51,816471	-6,700247	1,819666	51,681168	-6,641023	1,637548	52,120621	-9,206027	4,800239	51,760574	-6,555823	1,687428	51,758671	-13,294623	21,631994
51,819092	-6,700786	1,823344	51,684017	-6,643284	1,641267	52,078842	-9,23856	4,789638	51,758228	-6,557817	1,686261	51,749752	-13,294741	21,634304
51,812199	-6,722498	1,8274	51,682449	-6,645969	1,640793	52,111355	-9,268042	4,833295	51,753605	-6,574291	1,688987	51,757957	-13,304118	21,635714
51,816029	-6,723056	1,83291	51,681507	-6,647011	1,640312	52,082306	-9,332771	4,899684	51,749538	-6,577538	1,686021	51,748535	-13,304532	21,639273
51,807587	-6,748227	1,83847	51,679996	-6,649792	1,639865	52,12167	-9,404871	5,032742	51,745934	-6,59189	1,689011	51,756542	-13,314355	21,6415
51,810947	-6,748833	1,843759	51,678677	-6,651423	1,639246	52,099724	-9,478296	5,109351	51,743408	-6,593824	1,687196	51,746956	-13,314768	21,644238
51,80183	-6,775256	1,849903	51,675182	-6,661311	1,640302	52,124989	-9,555511	5,236599	51,739494	-6,60846	1,690123	51,755489	-13,323867	21,644079
51,806793	-6,776027	1,856924	51,67857	-6,665945	1,647358	52,108257	-9,628371	5,317447	51,737782	-6,609324	1,688665	51,745602	-13,32362	21,647369
51,798435	-6,800161	1,862755	51,679966	-6,675483	1,652915	52,130383	-9,712941	5,444166	51,734421	-6,622008	1,691407	51,753254	-13,332573	21,648664
51,803131	-6,800939	1,869574	51,682209	-6,68054	1,657198	52,105881	-9,852864	5,704545	51,732616	-6,623639	1,690373	51,743153	-13,33182	21,651398
